UniProtKB_ac	iso_id	uniprot_seq_length	uniprot_seq_md5	coordinate_id	provider	from	to	template	qmeandisco_global	seqid	url	in_uniprot	model_length
Q96EY7	Q96EY7-1	689	70af292fb7e9d0f6c73153c0c6dc5459	630cc54694616260d38f5171	SWISSMODEL	55	670	7po0.1.3	0.7055911759844444	100.0	https://swissmodel.expasy.org/repository/uniprot/Q96EY7.pdb?provider=swissmodel&from=55&to=670&template=7po0.1.3	True	616
O75911	O75911-1	302	76df374a2ffabb8ef3cd59dff3a4e7ef	62ebd7d30969b5540704f325	SWISSMODEL	32	277	1yb1.1.A	0.7055932720747852	38.21138381958008	https://swissmodel.expasy.org/repository/uniprot/O75911.pdb?provider=swissmodel&from=32&to=277&template=1yb1.1.A	True	246
Q8NFQ6	Q8NFQ6-1	507	1fbd4500df247a2e596706c1b032dc50	62ed9bf6cb44a473eb56e255	SWISSMODEL	26	479	1ewf.1.A	0.7056015833374973	28.603103637695312	https://swissmodel.expasy.org/repository/uniprot/Q8NFQ6.pdb?provider=swissmodel&from=26&to=479&template=1ewf.1.A	True	454
Q9Y2I7	Q9Y2I7-1	2098	157ac8855df6977d4396190ffcd30035	63310a049d410fe855c916e0	SWISSMODEL	1822	2085	7k2v.1.A	0.705617375482891	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9Y2I7.pdb?provider=swissmodel&from=1822&to=2085&template=7k2v.1.A	True	264
Q8IUQ0	Q8IUQ0-1	354	01799853e9653f5061382c1ee1463c20	62ec00cfacca66b57e0706a0	SWISSMODEL	27	288	3hy5.1.A	0.705631045715455	39.55223846435547	https://swissmodel.expasy.org/repository/uniprot/Q8IUQ0.pdb?provider=swissmodel&from=27&to=288&template=3hy5.1.A	True	262
P61371		349	caf81c811cb19a8cf13c10eba366e49e	62ebeab29f493f122e6b82e0	SWISSMODEL	180	241	1bw5.1.A	0.7056314429829945	100.0	https://swissmodel.expasy.org/repository/uniprot/P61371.pdb?provider=swissmodel&from=180&to=241&template=1bw5.1.A	True	62
Q9HAC8		227	ee4b530a2548d4de3a6b8583a5592068	62ecf7b651042cf09a18cffb	SWISSMODEL	146	224	1ttn.1.A	0.7056374507552581	54.21686935424805	https://swissmodel.expasy.org/repository/uniprot/Q9HAC8.pdb?provider=swissmodel&from=146&to=224&template=1ttn.1.A	True	79
P14210	P14210-1	728	bcbb919ab78fa2e713304407def5d7ab	632c636422acae6f74615015	SWISSMODEL	126	290	7ocl.1.A	0.7056624483720969	73.49397277832031	https://swissmodel.expasy.org/repository/uniprot/P14210.pdb?provider=swissmodel&from=126&to=290&template=7ocl.1.A	True	165
O14908	O14908-1	333	26fa10450a82426ec50ed6b307359309	62ebaadb7c6bbf9d6a67fa7d	SWISSMODEL	52	327	5v6b.1.A	0.7057089076678223	98.18840789794922	https://swissmodel.expasy.org/repository/uniprot/O14908.pdb?provider=swissmodel&from=52&to=327&template=5v6b.1.A	True	276
P42685	P42685-1	505	b526ef4440d1c76fc1077b8176a15081	62ed992f817044b86e8ba74a	SWISSMODEL	110	493	1opl.2.A	0.7057241245978035	43.14606857299805	https://swissmodel.expasy.org/repository/uniprot/P42685.pdb?provider=swissmodel&from=110&to=493&template=1opl.2.A	True	384
Q9H1I8	Q9H1I8-1	757	5421cf20af18dbb4cc0ea03fdf798f11	62eefbeceebd128694919191	SWISSMODEL	464	523	2di0.1.A	0.7057266635480222	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9H1I8.pdb?provider=swissmodel&from=464&to=523&template=2di0.1.A	True	60
P00734		622	d10def641d70700fcde5d45192c4f85c	63407e4590cd218971bb2a09	SWISSMODEL	77	622	4nzq.1.A	0.7057414648753217	100.0	https://swissmodel.expasy.org/repository/uniprot/P00734.pdb?provider=swissmodel&from=77&to=622&template=4nzq.1.A	True	546
Q13332	Q13332-1	1948	3b51075a0bccc9cc5e21fccab6072388	62f1487e7bf6b4d4440d3d5b	SWISSMODEL	332	716	6tpw.1.A	0.7057501173200368	60.46511459350586	https://swissmodel.expasy.org/repository/uniprot/Q13332.pdb?provider=swissmodel&from=332&to=716&template=6tpw.1.A	True	385
Q9P2W9		335	f63144d5d353f4a6d92e3b5049bcbd01	62ebb3a11ad73b0eef9afb92	SWISSMODEL	240	329	3hd7.1.B	0.7057565376262896	16.842105865478516	https://swissmodel.expasy.org/repository/uniprot/Q9P2W9.pdb?provider=swissmodel&from=240&to=329&template=3hd7.1.B	True	90
Q13588		217	380ac2f83468c2a1cf9017f30d009504	62ed1f51fba2971e3b616760	SWISSMODEL	1	216	1gri.1.B	0.705758077363278	58.87850570678711	https://swissmodel.expasy.org/repository/uniprot/Q13588.pdb?provider=swissmodel&from=1&to=216&template=1gri.1.B	True	216
Q96HW7	Q96HW7-1	963	9d340bc7d68c1b6763c3a9900e2fba9d	62efc570db6498b4dbb0547b	SWISSMODEL	33	936	7cun.1.C	0.7057902712571338	100.0	https://swissmodel.expasy.org/repository/uniprot/Q96HW7.pdb?provider=swissmodel&from=33&to=936&template=7cun.1.C	True	904
O95206	O95206-1	1070	e3cba32248b23f49104e31e3db730c95	62f00fb88bd0e3bce3470616	SWISSMODEL	31	712	6vg4.1.A	0.7058059040720134	43.08176040649414	https://swissmodel.expasy.org/repository/uniprot/O95206.pdb?provider=swissmodel&from=31&to=712&template=6vg4.1.A	True	682
Q96ST3		1273	f68330c80180bcbc81be119f892ccc07	62f08124e080e759b4c6c5fe	SWISSMODEL	607	728	2n2h.1.B	0.7058309390922324	100.0	https://swissmodel.expasy.org/repository/uniprot/Q96ST3.pdb?provider=swissmodel&from=607&to=728&template=2n2h.1.B	True	122
P40222		546	be86fd305aa4edef24fd050fae1bd80a	62ede51da79bea5cfe1866bf	SWISSMODEL	395	492	4whe.1.A	0.7058362152869924	14.285714149475098	https://swissmodel.expasy.org/repository/uniprot/P40222.pdb?provider=swissmodel&from=395&to=492&template=4whe.1.A	True	98
Q01638	Q01638-1	556	affc16b477f0dd9ed120a8280be04b28	62edf6bdd99049282b4dd94e	SWISSMODEL	21	317	4kc3.1.B	0.7058366346613396	100.0	https://swissmodel.expasy.org/repository/uniprot/Q01638.pdb?provider=swissmodel&from=21&to=317&template=4kc3.1.B	True	297
Q9BT88		431	e41a6144c2c3c9dcbba44af8ea756fe0	63200f88e575b91482fcd780	SWISSMODEL	156	430	2r83.1.A	0.7058547139733766	41.48147964477539	https://swissmodel.expasy.org/repository/uniprot/Q9BT88.pdb?provider=swissmodel&from=156&to=430&template=2r83.1.A	True	275
Q96NA2	Q96NA2-1	401	b44fc6237b87b3087aded5af4810af72	62ec9fd4fff2729222f6f9ef	SWISSMODEL	81	180	6f1t.1.h	0.7058614442207738	24.0	https://swissmodel.expasy.org/repository/uniprot/Q96NA2.pdb?provider=swissmodel&from=81&to=180&template=6f1t.1.h	True	100
Q9Y5H6	Q9Y5H6-1	950	f3119b2d73e2e370e6a98559807942a1	62efb9eebcf959b6f54447c3	SWISSMODEL	30	668	6e6b.1.A	0.7058726598178469	43.80952453613281	https://swissmodel.expasy.org/repository/uniprot/Q9Y5H6.pdb?provider=swissmodel&from=30&to=668&template=6e6b.1.A	True	639
Q15642	Q15642-1	601	4a5a55f3deb6bcd35e5e6fded149ba06	62ee37bf55c4c5ad59f62651	SWISSMODEL	10	288	2efk.1.B	0.7058743708894313	100.0	https://swissmodel.expasy.org/repository/uniprot/Q15642.pdb?provider=swissmodel&from=10&to=288&template=2efk.1.B	True	279
Q9H106		197	a278f9d84cb9a0ebb3a9a600899412c5	62ed6f37e973ab343f88033a	SWISSMODEL	30	169	2wng.1.A	0.7058795246803331	47.48201370239258	https://swissmodel.expasy.org/repository/uniprot/Q9H106.pdb?provider=swissmodel&from=30&to=169&template=2wng.1.A	True	140
Q9P0L9	Q9P0L9-1	805	74df198a90bbb719bf7d80d3aeebadcb	62ef3f68e7a60133f2b8380d	SWISSMODEL	96	574	6wb8.1.A	0.7059223815846218	54.43424987792969	https://swissmodel.expasy.org/repository/uniprot/Q9P0L9.pdb?provider=swissmodel&from=96&to=574&template=6wb8.1.A	True	479
Q05086	Q05086-1	875	332420ce84984c65d8e5bd64d8e9642a	63456a07ee82a23ea3d17729	SWISSMODEL	518	870	2xbb.1.A	0.7059307534201879	34.28571319580078	https://swissmodel.expasy.org/repository/uniprot/Q05086.pdb?provider=swissmodel&from=518&to=870&template=2xbb.1.A	True	353
Q9Y3E2		137	0da13c43a35143f0eca37711d401ee09	62ee7c3a3c509087863334d0	SWISSMODEL	13	128	1v60.1.A	0.7059424837701207	85.3448257446289	https://swissmodel.expasy.org/repository/uniprot/Q9Y3E2.pdb?provider=swissmodel&from=13&to=128&template=1v60.1.A	True	116
Q9H3P2	Q9H3P2-1	528	e49dea345611b3c52b8f4a601211cfc5	62edc4284eb2793d90f8ac95	SWISSMODEL	6	188	6gml.1.N	0.7059511313399713	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9H3P2.pdb?provider=swissmodel&from=6&to=188&template=6gml.1.N	True	183
Q9UNT1	Q9UNT1-1	228	36335baad06cdc0d06d7f5689991d6b0	62ecf470f706034d80651c84	SWISSMODEL	16	181	3tkl.1.A	0.7059527663225352	32.530120849609375	https://swissmodel.expasy.org/repository/uniprot/Q9UNT1.pdb?provider=swissmodel&from=16&to=181&template=3tkl.1.A	True	166
O94927	O94927-1	633	f247b8f7c62145f18518f8ceb3ebb45c	62ee65232569e5373eaa860b	SWISSMODEL	79	165	3o0z.2.A	0.7059547373269193	13.793103218078612	https://swissmodel.expasy.org/repository/uniprot/O94927.pdb?provider=swissmodel&from=79&to=165&template=3o0z.2.A	True	87
Q96RP8		456	4b41cf4a89aeab615293126ab716d95b	62ed32620d13d4e240716c16	SWISSMODEL	15	405	2r9r.1.B	0.7059642682899955	65.32662963867188	https://swissmodel.expasy.org/repository/uniprot/Q96RP8.pdb?provider=swissmodel&from=15&to=405&template=2r9r.1.B	True	391
P15814	P15814-1	213	3c19c36bfe5161be62951acaf75a572c	62ed30724659616bccdc77a2	SWISSMODEL	88	213	7khf.1.D	0.7059751163860017	76.98412322998047	https://swissmodel.expasy.org/repository/uniprot/P15814.pdb?provider=swissmodel&from=88&to=213&template=7khf.1.D	True	126
O95157		252	a17c45718d9ed649aa412fecdd1ce332	62ec9cad7a024eac7f1a128c	SWISSMODEL	100	242	6pnq.1.B	0.7060033612681305	67.9738540649414	https://swissmodel.expasy.org/repository/uniprot/O95157.pdb?provider=swissmodel&from=100&to=242&template=6pnq.1.B	True	143
Q9P003	Q9P003-1	139	8420237a24995025e65d9938866544bd	62ee70ffd44483251f397189	SWISSMODEL	2	138	7oca.1.C	0.7060132180308566	33.33333206176758	https://swissmodel.expasy.org/repository/uniprot/Q9P003.pdb?provider=swissmodel&from=2&to=138&template=7oca.1.C	True	137
Q8IYM9	Q8IYM9-1	498	e0c76ad138301acc5e4c069ce4e8a53e	62ed8cd6093af0b3d0f9f6fa	SWISSMODEL	136	266	4cfg.1.A	0.70603223292605	23.75809860229492	https://swissmodel.expasy.org/repository/uniprot/Q8IYM9.pdb?provider=swissmodel&from=136&to=266&template=4cfg.1.A	True	131
A0A0A6YYL3		544	1874bf36a8e39036ab7569d92a63c106	62ede2168556280e72e4bab3	SWISSMODEL	98	325	5lw1.1.A	0.7060405535508136	32.599117279052734	https://swissmodel.expasy.org/repository/uniprot/A0A0A6YYL3.pdb?provider=swissmodel&from=98&to=325&template=5lw1.1.A	True	228
P16471	P16471-1	622	13ba26e0c0255cf521096acf7b1ab0a4	63439674d28a29ec4f229efa	SWISSMODEL	27	235	4i18.2.C	0.7060412366602908	100.0	https://swissmodel.expasy.org/repository/uniprot/P16471.pdb?provider=swissmodel&from=27&to=235&template=4i18.2.C	True	209
Q3SXY8	Q3SXY8-1	428	0377d1ef67c6090a65cc703972870bf6	63457cc759d1b3c0d9750a9e	SWISSMODEL	20	222	5di3.1.A	0.7060430484657253	42.211055755615234	https://swissmodel.expasy.org/repository/uniprot/Q3SXY8.pdb?provider=swissmodel&from=20&to=222&template=5di3.1.A	True	203
Q96JN2	Q96JN2-1	1154	5f62996f9a47d666d64f90ad0e064d34	62f0443fcb5c37305e707e1a	SWISSMODEL	416	582	7ogt.1.B	0.7060450414573032	18.4049072265625	https://swissmodel.expasy.org/repository/uniprot/Q96JN2.pdb?provider=swissmodel&from=416&to=582&template=7ogt.1.B	True	167
Q9BZF9	Q9BZF9-1	1416	921d65b5aa9aebe70ad1ac4f067d7e93	62f0b976cbc93064f647667a	SWISSMODEL	35	261	5lea.1.A	0.7060624724794972	35.8407096862793	https://swissmodel.expasy.org/repository/uniprot/Q9BZF9.pdb?provider=swissmodel&from=35&to=261&template=5lea.1.A	True	227
Q9H672	Q9H672-1	318	a5e38cc103b692360dfe1dcd43f72d40	62eb8718678641729fad231c	SWISSMODEL	13	276	5lec.1.A	0.7060647037580201	28.735631942749023	https://swissmodel.expasy.org/repository/uniprot/Q9H672.pdb?provider=swissmodel&from=13&to=276&template=5lec.1.A	True	264
Q9H9V4		155	48fdc8ab663e3c4e32e6392efd4a5567	62ee1f51566832615f4d75ed	SWISSMODEL	89	140	2ep4.1.A	0.706114664953408	67.30769348144531	https://swissmodel.expasy.org/repository/uniprot/Q9H9V4.pdb?provider=swissmodel&from=89&to=140&template=2ep4.1.A	True	52
Q8WXE1	Q8WXE1-1	791	4ac35d7bcece83d6ffff5ff7e80fac2e	62ef225dee3cb716abd0c5be	SWISSMODEL	1	362	5yz0.1.C	0.7061209738616935	100.0	https://swissmodel.expasy.org/repository/uniprot/Q8WXE1.pdb?provider=swissmodel&from=1&to=362&template=5yz0.1.C	True	362
P54826		345	be572461d9c2b41657f08273e8e3811c	6348603d101f0b9768a221dc	SWISSMODEL	45	243	7rhq.1.C	0.7061237960501113	100.0	https://swissmodel.expasy.org/repository/uniprot/P54826.pdb?provider=swissmodel&from=45&to=243&template=7rhq.1.C	True	199
Q8N8A2	Q8N8A2-1	993	f22b55d84ddabb42c1d06b8565a69f24	62efdc5fd2a3803de482174e	SWISSMODEL	139	624	7uzu.1.A	0.7061263304493484	33.290321350097656	https://swissmodel.expasy.org/repository/uniprot/Q8N8A2.pdb?provider=swissmodel&from=139&to=624&template=7uzu.1.A	True	486
Q9UBJ2		740	6219643b10431d2dd7bed6c07f51d20e	62eeeb55ef86077e4118fa65	SWISSMODEL	81	729	7vwc.1.A	0.7061274356085913	68.84498596191406	https://swissmodel.expasy.org/repository/uniprot/Q9UBJ2.pdb?provider=swissmodel&from=81&to=729&template=7vwc.1.A	True	649
Q96Q27	Q96Q27-2	635	c64c079a1e066c057da6a803b165f0b6	62ee68c24ee496ca14018738	SWISSMODEL	108	435	7uzu.1.A	0.7061336319074748	28.934009552001957	https://swissmodel.expasy.org/repository/uniprot/Q96Q27.pdb?provider=swissmodel&from=108&to=435&template=7uzu.1.A	True	328
Q9NX58		379	072ee785c66897cf5474996be7dafff7	62ec5af3c3b40b5b33bccd12	SWISSMODEL	308	379	6zmo.81.A	0.7061380951603073	99.73614501953124	https://swissmodel.expasy.org/repository/uniprot/Q9NX58.pdb?provider=swissmodel&from=308&to=379&template=6zmo.81.A	True	72
Q13588		217	380ac2f83468c2a1cf9017f30d009504	62ed1f51fba2971e3b616754	SWISSMODEL	2	139	4k11.1.A	0.7061531531296958	36.4963493347168	https://swissmodel.expasy.org/repository/uniprot/Q13588.pdb?provider=swissmodel&from=2&to=139&template=4k11.1.A	True	138
Q92764		455	144fa074d79bbc0a97c879fa4d363ac8	632a02045c903a1522d1f2d0	SWISSMODEL	297	404	6uui.1.B	0.7061872461428136	53.33333206176758	https://swissmodel.expasy.org/repository/uniprot/Q92764.pdb?provider=swissmodel&from=297&to=404&template=6uui.1.B	True	108
Q9NRG9	Q9NRG9-1	546	46ddc83e9d3f2de1726d6af15d9caa0b	62ede574010a5001f772c5dd	SWISSMODEL	2	486	7r5k.14.A	0.7062015571431509	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9NRG9.pdb?provider=swissmodel&from=2&to=486&template=7r5k.14.A	True	485
Q6ZW76	Q6ZW76-1	656	0c20c28e257ad507d6c43c87a529424c	62ee8611499fb0082bb42e7f	SWISSMODEL	16	225	5lea.1.A	0.7062440893808902	35.57692337036133	https://swissmodel.expasy.org/repository/uniprot/Q6ZW76.pdb?provider=swissmodel&from=16&to=225&template=5lea.1.A	True	210
Q8NE63		616	59ea148c699183003a9d8d3640b25a20	62ee4dfeff3fd1137bdbe7e8	SWISSMODEL	5	360	7o7i.1.A	0.7062743463933951	49.13793182373047	https://swissmodel.expasy.org/repository/uniprot/Q8NE63.pdb?provider=swissmodel&from=5&to=360&template=7o7i.1.A	True	356
Q6DKI1	Q6DKI1-1	255	0efe2c1f5f3ceeb2684dabe8280ffdb2	630cc54394616260d38f5043	SWISSMODEL	20	255	7old.9.A	0.7062884875077176	44.91525268554688	https://swissmodel.expasy.org/repository/uniprot/Q6DKI1.pdb?provider=swissmodel&from=20&to=255&template=7old.9.A	True	236
Q01974		943	0026dc4a3bfe07c8d2f0ebb94e113217	633d9d29c0cc9961d685d0d5	SWISSMODEL	464	752	6dkg.1.A	0.706318924126935	41.11498260498047	https://swissmodel.expasy.org/repository/uniprot/Q01974.pdb?provider=swissmodel&from=464&to=752&template=6dkg.1.A	True	289
P19957		117	ccb88982ebca7ba81341a943e18c2140	62eef050f38f7bf45067b1f8	SWISSMODEL	68	117	6atu.6.A	0.7063415996239172	100.0	https://swissmodel.expasy.org/repository/uniprot/P19957.pdb?provider=swissmodel&from=68&to=117&template=6atu.6.A	True	50
Q8N9B4	Q8N9B4-1	389	21df42f949656b3e91110e216aef501f	62ec7c629d3c5ea97dd7499d	SWISSMODEL	16	352	6mol.1.A	0.7063453214165916	29.787233352661133	https://swissmodel.expasy.org/repository/uniprot/Q8N9B4.pdb?provider=swissmodel&from=16&to=352&template=6mol.1.A	True	337
Q14563		771	417d3dd604f4dfb74a93aeb64576066a	62ef0ed34531d553f0fde641	SWISSMODEL	27	669	1olz.1.A	0.7063511104761692	38.18181991577149	https://swissmodel.expasy.org/repository/uniprot/Q14563.pdb?provider=swissmodel&from=27&to=669&template=1olz.1.A	True	643
Q9BZG1	Q9BZG1-1	259	d59f5b240a1d838427f9e152ec51fa6b	62ec824ee3f0054223340462	SWISSMODEL	50	220	5szk.1.B	0.7063719537671798	38.0952377319336	https://swissmodel.expasy.org/repository/uniprot/Q9BZG1.pdb?provider=swissmodel&from=50&to=220&template=5szk.1.B	True	171
P40121	P40121-1	348	cc76522fb5725ebf2865002ce9056707	62ebe9aca9e1af5f05f28667	SWISSMODEL	136	241	5o2z.1.A	0.7063856338608195	54.62963104248047	https://swissmodel.expasy.org/repository/uniprot/P40121.pdb?provider=swissmodel&from=136&to=241&template=5o2z.1.A	True	106
Q9NQR1	Q9NQR1-1	393	5cdc199f5faa7a078d8c5410bef6de37	62ec85be69642d3fee5dae3d	SWISSMODEL	228	393	7d20.1.J	0.7063925043858709	98.28079986572266	https://swissmodel.expasy.org/repository/uniprot/Q9NQR1.pdb?provider=swissmodel&from=228&to=393&template=7d20.1.J	True	166
Q8WZ64		1704	f643c039f67b97984df2289f05b363b8	62f108d5ad3963cec3f80e28	SWISSMODEL	1116	1315	5jd0.1.A	0.7064408767017659	47.2636833190918	https://swissmodel.expasy.org/repository/uniprot/Q8WZ64.pdb?provider=swissmodel&from=1116&to=1315&template=5jd0.1.A	True	200
P29320	P29320-1	983	d6c32848af2d8c938493702e52f268a7	62efd445e69cb52518aa4aaf	SWISSMODEL	26	538	4m4r.1.A	0.7064587896267079	62.57310104370117	https://swissmodel.expasy.org/repository/uniprot/P29320.pdb?provider=swissmodel&from=26&to=538&template=4m4r.1.A	True	513
Q49AM1		385	b1d60ddef919df2af4cf989c795d7cf0	62ec6ee53f62951cfcc91bf0	SWISSMODEL	46	367	3mva.1.A	0.7064781830677314	29.696969985961918	https://swissmodel.expasy.org/repository/uniprot/Q49AM1.pdb?provider=swissmodel&from=46&to=367&template=3mva.1.A	True	322
Q96T51	Q96T51-1	708	acaf9da1d3978823376c6332cbf4c10e	62eec37b7a2a0e460dfba656	SWISSMODEL	641	701	2yw8.1.A	0.7064861292958227	100.0	https://swissmodel.expasy.org/repository/uniprot/Q96T51.pdb?provider=swissmodel&from=641&to=701&template=2yw8.1.A	True	61
Q5SGD2	Q5SGD2-1	360	9efd6887f623e369fe7bc17317780879	62ec16346fc805fd72c63960	SWISSMODEL	91	358	3rt0.1.A	0.7065030549429494	34.469696044921875	https://swissmodel.expasy.org/repository/uniprot/Q5SGD2.pdb?provider=swissmodel&from=91&to=358&template=3rt0.1.A	True	268
Q8IZV5		341	e53bdbfc2eaa57a76ffd836004de17e7	62ebce7f0e90d9024ce457fc	SWISSMODEL	30	303	1yb1.1.A	0.706527518984347	47.58064651489258	https://swissmodel.expasy.org/repository/uniprot/Q8IZV5.pdb?provider=swissmodel&from=30&to=303&template=1yb1.1.A	True	274
Q9UPV0	Q9UPV0-1	1460	a0a1110fdbda11e963b7e27b88ece1a6	62f0c70beeab531c7c7f799f	SWISSMODEL	660	740	1jad.1.A	0.7065421749015101	15.384614944458008	https://swissmodel.expasy.org/repository/uniprot/Q9UPV0.pdb?provider=swissmodel&from=660&to=740&template=1jad.1.A	True	81
Q9UHC3	Q9UHC3-1	531	917d3c45d2a98edb49a6e8c66ba1ce56	62edc93c0def41904be2a523	SWISSMODEL	15	466	6vtk.1.A	0.7065530841639489	53.57143020629883	https://swissmodel.expasy.org/repository/uniprot/Q9UHC3.pdb?provider=swissmodel&from=15&to=466&template=6vtk.1.A	True	452
O43491	O43491-1	1005	66dc34d7559d66aefffd427ac5b00948	631c7fd07356794c70c5d9fc	SWISSMODEL	216	499	6d21.1.A	0.7066166220450993	42.55319213867188	https://swissmodel.expasy.org/repository/uniprot/O43491.pdb?provider=swissmodel&from=216&to=499&template=6d21.1.A	True	284
Q96JH8	Q96JH8-4	1075	d75793c769219d0f7436595ace4bfd82	62f00ee8e8b840a89310ec49	SWISSMODEL	51	189	3ec8.1.A	0.7066478904688697	100.0	https://swissmodel.expasy.org/repository/uniprot/Q96JH8.pdb?provider=swissmodel&from=51&to=189&template=3ec8.1.A	True	139
Q8N1W1	Q8N1W1-1	1705	140ca67fac3fc0970d1bab8901ae7d85	62f108d6ad3963cec3f80ea6	SWISSMODEL	824	1191	4d0n.1.B	0.706665274779182	53.67847442626953	https://swissmodel.expasy.org/repository/uniprot/Q8N1W1.pdb?provider=swissmodel&from=824&to=1191&template=4d0n.1.B	True	368
P11801		424	15e6888e20f1b97b4491b27d4941c226	62ecda831793088fd57d9825	SWISSMODEL	94	382	2vn9.1.A	0.7066752115395125	41.60839080810547	https://swissmodel.expasy.org/repository/uniprot/P11801.pdb?provider=swissmodel&from=94&to=382&template=2vn9.1.A	True	289
Q9BZM2	Q9BZM2-1	168	779361cc828ce713834412ac6f395212	62ede696b2daf093aa5d0c67	SWISSMODEL	21	145	5wzs.1.A	0.7066901590703001	45.45454406738281	https://swissmodel.expasy.org/repository/uniprot/Q9BZM2.pdb?provider=swissmodel&from=21&to=145&template=5wzs.1.A	True	125
O43677		76	0748eb24da5c107ac2c9550bc8b60fff	62f01cd8a5da9190c70b00dd	SWISSMODEL	28	76	6zka.1.Z	0.7067244280115083	76.31578826904297	https://swissmodel.expasy.org/repository/uniprot/O43677.pdb?provider=swissmodel&from=28&to=76&template=6zka.1.Z	True	49
Q6ZT98	Q6ZT98-1	887	36552d17da7909ad9e545b5bfa4c9908	62ef802874ed530540c06df7	SWISSMODEL	38	474	6vzu.1.A	0.7067282841155023	43.779903411865234	https://swissmodel.expasy.org/repository/uniprot/Q6ZT98.pdb?provider=swissmodel&from=38&to=474&template=6vzu.1.A	True	437
O60882		483	2fe07dda5bbe7d5d8d9a9d64dd4c5b76	62ed677ed33fbc4ec4f596f9	SWISSMODEL	38	482	1su3.2.A	0.7067332973854555	45.66210174560547	https://swissmodel.expasy.org/repository/uniprot/O60882.pdb?provider=swissmodel&from=38&to=482&template=1su3.2.A	True	445
P33993	P33993-1	719	3de51d660a927882e269c3944b92ce5f	63271fbc623d14df0f328b8c	SWISSMODEL	5	645	6xtx.1.F	0.7067437637754821	100.0	https://swissmodel.expasy.org/repository/uniprot/P33993.pdb?provider=swissmodel&from=5&to=645&template=6xtx.1.F	True	641
Q86UP3	Q86UP3-1	3567	6dddd4e802b4bfcc06d6fd1b673b06a5	5e90a5439a0b2eff3cf42453	SWISSMODEL	2555	2617	2da3.1.A	0.7067647930000001	92.0634918213	https://swissmodel.expasy.org/repository/uniprot/Q86UP3.pdb?provider=swissmodel&from=2555&to=2617&template=2da3.1.A	True	63
P52735	P52735-1	878	c5edb13759c8be430d41c8adda772535	62ef79a548465bccbb829473	SWISSMODEL	2	573	6nf1.1.A	0.7067711440238746	55.141845703125	https://swissmodel.expasy.org/repository/uniprot/P52735.pdb?provider=swissmodel&from=2&to=573&template=6nf1.1.A	True	572
P10071		1580	63764524b95d1e98acd8832395c91565	6331c5847495400bcb5e4344	SWISSMODEL	479	633	2gli.1.C	0.7068027049893749	87.74193572998047	https://swissmodel.expasy.org/repository/uniprot/P10071.pdb?provider=swissmodel&from=479&to=633&template=2gli.1.C	True	155
Q9BVK8	Q9BVK8-1	224	e227cc3f4d067845323f460dbf9179e5	62ed02c5ce28afeb8d6359a9	SWISSMODEL	1	221	6w6l.1.o	0.7068293524243601	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9BVK8.pdb?provider=swissmodel&from=1&to=221&template=6w6l.1.o	True	221
Q9UQ26	Q9UQ26-6	1411	ee3ad146dc4732c9252e9c9152d3d771	62f0b71e322164ec63beda36	SWISSMODEL	639	754	1wfg.1.A	0.7068394981871182	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9UQ26.pdb?provider=swissmodel&from=639&to=754&template=1wfg.1.A	True	116
P07550		413	3e9d25347d93e5c2b71f7d8151dd1e9c	6345b760b50300e52ecc75bb	SWISSMODEL	29	342	5d5a.1.A	0.7068717257639882	90.2298812866211	https://swissmodel.expasy.org/repository/uniprot/P07550.pdb?provider=swissmodel&from=29&to=342&template=5d5a.1.A	True	314
Q9UK32	Q9UK32-1	745	7f3da8eb583f47952286dec1d00988b1	62eef051f38f7bf45067b222	SWISSMODEL	67	395	7n91.1.A	0.706894912939056	54.49101638793945	https://swissmodel.expasy.org/repository/uniprot/Q9UK32.pdb?provider=swissmodel&from=67&to=395&template=7n91.1.A	True	329
Q9BZE9	Q9BZE9-1	553	91fdf1007b0c2ed5a901a530e1589893	62edef4932ecc1ec6815b650	SWISSMODEL	318	495	5ifs.1.C	0.7068993383849871	100.0	https://swissmodel.expasy.org/repository/uniprot/Q9BZE9.pdb?provider=swissmodel&from=318&to=495&template=5ifs.1.C	True	178
O00253		132	8227fde49434d09ee24fc04d85380e38	62ee99900bf989f16cca6d26	SWISSMODEL	87	132	1hyk.1.A	0.7069000935941101	100.0	https://swissmodel.expasy.org/repository/uniprot/O00253.pdb?provider=swissmodel&from=87&to=132&template=1hyk.1.A	True	46
P08631	P08631-1	526	c699ae0a92fc5cd855420130fb067bab	62edc07634736a47b90f31e6	SWISSMODEL	138	515	1opl.2.A	0.7069292994865817	43.26530456542969	https://swissmodel.expasy.org/repository/uniprot/P08631.pdb?provider=swissmodel&from=138&to=515&template=1opl.2.A	True	378
P07384		714	ab04ae6c2ee87faf24c414132bd15c39	62eec9c5e8095ef1f64d4504	SWISSMODEL	12	713	1df0.1.A	0.7069313290339055	61.659515380859375	https://swissmodel.expasy.org/repository/uniprot/P07384.pdb?provider=swissmodel&from=12&to=713&template=1df0.1.A	True	702
